Area,year,age_class,year_class,mean,q5,q95,Lat_degrees,Long_degrees
Torhamn,2017,1,2016,0.34,0.28,0.4,56.05,15.79167
Torhamn,2017,2,2015,0.5,0.44,0.56,56.05,15.79167
Torhamn,2017,plusgroup,2014,0.16,0.12,0.2,56.05,15.79167
Torhamn,2018,1,2017,0.32,0.26,0.4,56.05,15.79167
Torhamn,2018,2,2016,0.41,0.34,0.47,56.05,15.79167
Torhamn,2018,plusgroup,2015,0.27,0.22,0.33,56.05,15.79167
Torhamn,2019,1,2018,0.97,0.96,0.98,56.05,15.79167
Torhamn,2019,2,2017,0.02,0.01,0.03,56.05,15.79167
Torhamn,2019,plusgroup,2016,0.01,0,0.02,56.05,15.79167
Torhamn,2020,1,2019,0.1,0.07,0.13,56.05,15.79167
Torhamn,2020,2,2018,0.9,0.87,0.93,56.05,15.79167
Torhamn,2020,plusgroup,2017,0,0,0.01,56.05,15.79167
Torhamn,2021,1,2020,0.41,0.32,0.51,56.05,15.79167
Torhamn,2021,2,2019,0.27,0.2,0.35,56.05,15.79167
Torhamn,2021,plusgroup,2018,0.32,0.24,0.4,56.05,15.79167
Torhamn,2022,1,2021,0.88,0.84,0.92,56.05,15.79167
Torhamn,2022,2,2020,0.11,0.07,0.15,56.05,15.79167
Torhamn,2022,plusgroup,2019,0.01,0,0.02,56.05,15.79167
Torhamn,2023,1,2022,0.88,0.82,0.92,56.05,15.79167
Torhamn,2023,2,2021,0.12,0.08,0.17,56.05,15.79167
Torhamn,2023,plusgroup,2020,0,0,0,56.05,15.79167
Torhamn,2024,1,2023,0.54,0.43,0.65,56.05,15.79167
Torhamn,2024,2,2022,0.46,0.35,0.57,56.05,15.79167
Torhamn,2024,plusgroup,2021,0,0,0.01,56.05,15.79167
Torhamn,2025,1,2024,0.59,0.49,0.69,56.05,15.79167
Torhamn,2025,2,2023,0.37,0.28,0.47,56.05,15.79167
Torhamn,2025,plusgroup,2022,0.04,0.02,0.07,56.05,15.79167
